epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
1,0.7885077382292589,0.6368286445012787,0.5918419701451897,0.7841840464135875,0.6419437340153452,0.5967893656931987
2,0.6336897490172944,0.7186700767263428,0.6466074799331558,0.6414900829115182,0.7135549872122762,0.642162683489936
3,0.6103006121904954,0.7450980392156863,0.7215225649808497,0.6369190853270118,0.7698209718670077,0.7504331383247859
4,0.7061899685493821,0.639386189258312,0.6179119201636963,0.7230933063170489,0.6112531969309463,0.5828925122496551
5,0.623294446118754,0.7127024722932651,0.6811214243291139,0.606868543893175,0.7237851662404092,0.6848408323229734
6,0.5595241397339771,0.7664109121909634,0.7477020465094744,0.552605519361813,0.7953964194373402,0.7776090155352094
7,0.6025178538157405,0.7621483375959079,0.7583561958301229,0.613630739319355,0.7723785166240409,0.7662963441917372
8,0.715942737315317,0.6462063086104007,0.6474559291551518,0.7467284385505539,0.6317135549872123,0.6314567126434616
9,0.5565246379690504,0.7783461210571185,0.772185824098806,0.580489955442336,0.7902813299232737,0.7828401567019388
10,0.5559871774754358,0.7280477408354646,0.7034583941142982,0.5834950516595865,0.731457800511509,0.7142853328087988
