Time,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Device,Subject,Activity
1763496194051024640,0.0081085562705993,-0.0126302540302276,-0.0055671334266662,-0.0877389088273048,-0.0139314038679003,-0.0376893728971481,watch,user3,stand
1763496194061024768,0.0014384984970092,-0.0122712552547454,0.0084744691848754,-0.083733819425106,-0.0243818257004022,-0.0524767749011516,watch,user3,stand
1763496194071024640,0.0036040544509887,0.0127758309245109,0.004440426826477,-0.0343561545014381,-0.0151662230491638,-0.0630788207054138,watch,user3,stand
1763496194081024768,-0.0065972805023193,0.0472202375531196,0.0060141086578369,0.0490580014884471,-0.0054700970649719,-0.0460234694182872,watch,user3,stand
1763496194091024640,-0.0040662288665771,0.0557333603501319,0.0157051086425781,0.07962017506361,-0.0247351378202438,-0.0057306410744786,watch,user3,stand
1763496194101024512,-0.000780165195465,0.0168095678091049,-0.0075714588165283,0.0633629038929939,-0.0105032045394182,-7.049168925732374e-05,watch,user3,stand
1763496194111024640,-0.0050110816955566,-0.0252208262681961,-0.0132941603660583,0.0410706512629985,0.0050861411727964,-0.0034950505942106,watch,user3,stand
1763496194121024512,-0.0126726031303405,-0.035199835896492,0.0078728795051574,-0.0122465007007122,0.0221932232379913,-0.0016102648805826,watch,user3,stand
1763496194131024640,-0.0151950716972351,-0.035456858575344,0.0048256516456604,-0.0929051339626312,0.0447382107377052,0.0028036581352353,watch,user3,stand
1763496194141024512,-0.0132394433021545,-0.04719790071249,-0.0069044828414916,-0.1655677556991577,0.0631584972143173,-0.0090211099013686,watch,user3,stand
1763496194151024640,-0.006326675415039,-0.0592059046030044,-0.0096997618675231,-0.2255077809095382,0.0627387836575508,-0.0275263506919145,watch,user3,stand
1763496194161024512,-0.0024725794792175,-0.0475385189056396,-0.0061644315719604,-0.2626570761203766,0.057206954807043,-0.0425021685659885,watch,user3,stand
1763496194171024640,-0.0003083944320678,-0.0243647918105125,-0.0026258826255798,-0.2645497620105743,0.0496020317077636,-0.0466447174549102,watch,user3,stand
1763496194181024512,0.0022152066230773,-0.0015357285737991,-0.0052509903907775,-0.2333420515060424,0.0364984795451164,-0.0513787530362606,watch,user3,stand
1763496194191024896,0.0050235986709594,0.0207619592547416,-0.0047376155853271,-0.185707688331604,0.0226907897740602,-0.0433178953826427,watch,user3,stand
1763496194201024768,0.0086204409599304,0.0287301838397979,-0.0010427832603454,-0.140818104147911,0.0013540759682655,-0.0335771851241588,watch,user3,stand
1763496194211024640,0.0100329518318176,0.0210622027516365,-0.0016279220581054,-0.1037610173225402,-0.0029370756819844,-0.0314775519073009,watch,user3,stand
1763496194221024768,0.007508099079132,0.0153003185987472,-0.0025205612182617,-0.0692762807011604,-0.0075576612725853,-0.0218555480241775,watch,user3,stand
1763496194231024640,0.0070064663887023,0.0117008239030838,0.0057985782623291,-0.0401860363781452,-0.017190046608448,-0.002168929670006,watch,user3,stand
1763496194241024768,-0.0031215548515319,-0.0025073140859603,0.0121163129806518,-0.0466388761997222,-0.0110072521492838,0.0148859545588493,watch,user3,stand
1763496194251025664,-0.0142704248428344,-0.0200714096426963,0.0010614991188049,-0.0868022739887237,0.0102322557941079,0.0068642469123005,watch,user3,stand
1763496194261025792,-0.0125271677970886,-0.0221669077873229,-0.0033034086227416,-0.1124248132109642,0.0224740076810121,-0.0051894867792725,watch,user3,stand
1763496194271025664,-0.0063942670822143,-0.0035553649067878,-0.0021465420722961,-0.1016043871641159,0.0153577756136655,-0.0053844302892684,watch,user3,stand
1763496194281025536,-0.0033181309700012,0.0171688050031662,-6.943941116333008e-05,-0.0850845351815223,0.0132938250899314,0.0036016076337546,watch,user3,stand
1763496194291025664,-0.0014507174491882,0.0225563645362854,0.0015931129455566,-0.0581477247178554,0.0036334749311208,0.0019491163548082,watch,user3,stand
1763496194301025536,-0.0012934207916259,0.0212646573781967,0.0022695660591125,-0.0221814680844545,-0.0015351874753832,0.0025483276695013,watch,user3,stand
1763496194311025664,-0.0011507272720336,0.0199366733431816,0.0015811324119567,0.0015080601442605,-0.0080413781106472,0.0031182442326098,watch,user3,stand
1763496194321025536,0.0018183588981628,0.010739117860794,0.0016279816627502,0.0154558327049016,-0.0112467594444751,0.003539023688063,watch,user3,stand
1763496194331025664,0.0001304745674133,-0.0017149224877357,-0.0013207793235778,0.0135059114545583,-0.0165159124881029,-0.0016869640676304,watch,user3,stand
1763496194341025536,0.0003919005393981,-0.0084488317370414,-0.0024420022964477,0.0008022780530154,-0.0184742249548435,-0.0078854709863662,watch,user3,stand
1763496194351025664,-0.0008344650268554,-0.0087305083870887,-0.0035757422447204,-0.011095393449068,-0.0243869759142398,-0.012368637137115,watch,user3,stand
1763496194361025536,-0.0044667124748229,-0.0087547004222869,-0.0027171373367309,-0.0173494294285774,-0.0178997814655303,-0.0151588972657918,watch,user3,stand
1763496194371025664,-0.009956419467926,-0.0079273730516433,-0.0021286606788635,-0.0212379097938537,-0.0149029241874814,-0.0126723032444715,watch,user3,stand
