epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
1,0.7973231161037064,0.7033248081841432,0.6379784376911668,0.8044173129074409,0.7135549872122762,0.6444813779296539
2,0.6469204655490365,0.7041773231031543,0.6717213551601293,0.6357734197240961,0.7212276214833759,0.685543490299516
3,0.677201397481985,0.6990622335890878,0.6823279748976999,0.6539419784265406,0.710997442455243,0.6911425397578317
4,0.6582078800075397,0.7186700767263428,0.6458915979893106,0.6985321038824213,0.7186700767263428,0.6436296347024194
5,0.6386336839209229,0.7416879795396419,0.7369226677815279,0.6212513041313347,0.7570332480818415,0.7505376211514558
6,0.6674706372356984,0.6683716965046889,0.6262778876733566,0.6615709900246252,0.680306905370844,0.6412157772414772
7,0.6410047443423227,0.7476555839727195,0.7428830730145248,0.6662695907875705,0.7416879795396419,0.7388474305367022
8,0.5734874201908339,0.7774936061381074,0.77294003879585,0.5850698332042645,0.7953964194373402,0.7908930901383731
9,0.5314179666511848,0.7945439045183291,0.7781567169851109,0.5550097196608248,0.7723785166240409,0.7538809736001859
10,0.6342117526748703,0.7237851662404092,0.7224224390609697,0.6407583384867519,0.7212276214833759,0.7199690677697417
