epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
1,0.4281606541191589,0.8368794326241135,0.8429233701496205,0.42316745383532967,0.8433070866141732,0.8504461467235191
2,0.3518431328837878,0.8749671657473076,0.8769730130683083,0.3479768219425922,0.8763779527559055,0.8793274276594669
3,0.4076159691322122,0.8563173102180195,0.8608143579310716,0.3985990516782746,0.8661417322834646,0.8701909955204552
4,0.34116023741339585,0.890990281061203,0.8893230883037992,0.3359245735359943,0.8960629921259843,0.8947574762549222
5,0.2772384882756096,0.8896769109535066,0.8902749890722852,0.270486853136791,0.9070866141732283,0.9086901317083015
6,0.37529551001211336,0.8710270554242185,0.8613979013605867,0.39391986293586223,0.8708661417322835,0.8636849684181307
7,0.26882088530367365,0.9033359600735488,0.9063426532496095,0.28171663293688315,0.9,0.9021238911293711
8,0.28398949905959897,0.9014972419227738,0.9022116430302243,0.2825876156880161,0.9086614173228347,0.9107690448972259
9,0.2666966910042223,0.9075387444181771,0.9104615831931577,0.29111981140816307,0.9023622047244094,0.9046687932102824
10,0.289865034402184,0.9041239821381666,0.9072405945406945,0.3082196966165633,0.9110236220472441,0.9136226385649234
