epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
1,0.24561549228983665,0.9173060528559249,0.91465249002599,0.31726976264925566,0.907928388746803,0.9071384206884009
2,0.09945920830035149,0.9650468883205456,0.9648659338436243,0.1648300215411369,0.9411764705882353,0.9408092471877646
3,0.06811860646895321,0.9778346121057119,0.9776484850728607,0.11725098311024554,0.959079283887468,0.9588644734379195
4,0.0628269392701671,0.9710144927536232,0.9707876366679249,0.11052214084645672,0.948849104859335,0.948324993959859
5,0.01833211049716999,0.9957374254049446,0.995741870406739,0.04731654833235285,0.9846547314578005,0.9846311936458181
6,0.0994647890186447,0.9650468883205456,0.9647409365282927,0.1566429998954315,0.9411764705882353,0.9404194361901368
7,0.0484045389102802,0.9829497016197783,0.9828480078506965,0.08578523606671702,0.9769820971867008,0.9768987536289526
8,0.027961191734360992,0.9965899403239556,0.9965710989086303,0.0693970370485121,0.9744245524296675,0.9743876088299401
9,0.033468906417527165,0.9974424552429667,0.9974314332970154,0.07095367115114809,0.9769820971867008,0.9768882975445905
10,0.025973641231039957,0.9940323955669225,0.9940036186105751,0.05063915363682048,0.9872122762148338,0.987221760513252
11,0.033698215391502764,0.9940323955669225,0.9940361323049043,0.049354683841242815,0.989769820971867,0.9897727819612676
12,0.025786847377931167,0.9931798806479113,0.9931828725909257,0.10100267943628419,0.9718670076726342,0.971755275031783
13,0.033954330845851095,0.9872122762148338,0.9871268819886547,0.08929662374675969,0.9641943734015346,0.9641757014535342
14,0.04802800599368129,0.9820971867007673,0.9818828561195467,0.09941743260792568,0.959079283887468,0.9586132809497794
15,0.03411543953970062,0.9829497016197783,0.9827918757609403,0.08272462760996255,0.9616368286445013,0.9613812108762063
16,0.016612369267036544,0.9982949701619779,0.9982789251610038,0.07035525776017124,0.9820971867007673,0.9822862301799683
17,0.01889416159314039,0.9965899403239556,0.9965564483282112,0.04059437208611261,0.989769820971867,0.98974092593337
18,0.01335701429922664,0.9965899403239556,0.9965719690915765,0.0386088914791708,0.9872122762148338,0.9872061463624393
19,0.015185291404484153,0.9957374254049446,0.9957190485862693,0.050841880875908775,0.979539641943734,0.9796068825689079
20,0.006542632985504412,0.9974424552429667,0.9974176350535217,0.018902295292742177,0.9923273657289002,0.9923382187832643
21,0.00812187095107995,0.9974424552429667,0.9974314637299251,0.023135488396427116,0.9923273657289002,0.992290724137858
22,0.008236201237871265,0.9982949701619779,0.9982789251610038,0.019173324355841292,0.9948849104859335,0.9948711544065608
23,0.00805354706001391,0.9965899403239556,0.9965564483282112,0.025528994381732648,0.9948849104859335,0.9948698643528846
24,0.00846102288372351,0.9965899403239556,0.996570173622443,0.022336849672457828,0.9923273657289002,0.9923218869197988
25,0.015894097829426544,0.9982949701619779,0.9982789251610038,0.04752724748724105,0.9846547314578005,0.9845468548353524
26,0.015571594825816378,0.9957374254049446,0.9957362669519079,0.08724351772262007,0.9718670076726342,0.9720780792257628
27,0.007725286568639656,0.9974424552429667,0.9974176350535217,0.04847014381680066,0.9820971867007673,0.9821094035462155
28,0.023191368445326897,0.9957374254049446,0.9956950224275444,0.04637241944946977,0.9846547314578005,0.9846192593169878
29,0.025639867484696585,0.9923273657289002,0.9922633882721975,0.05311538108988949,0.989769820971867,0.9897520112910542
30,0.04079490735529837,0.9812446717817562,0.9810646725650611,0.0997526698062182,0.9718670076726342,0.9717010731592313
