epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
1,0.7846476419400884,0.597612958226769,0.5630209236931163,0.7783352051244672,0.6163682864450127,0.5812790525555565
2,0.6950712223796893,0.7203751065643649,0.6532830706094804,0.6845873819897547,0.7289002557544757,0.6610047321866691
3,0.6213704136224862,0.7178175618073316,0.6851143878402735,0.644194849006965,0.710997442455243,0.6776581002771479
4,0.5810301337908804,0.7749360613810742,0.7533928218175816,0.5751123445113296,0.7902813299232737,0.7727994006367283
5,0.6182383128139369,0.690537084398977,0.6533798616715021,0.606629712807248,0.7058823529411765,0.6678576488084881
6,0.5643145099523631,0.7902813299232737,0.7834289908195698,0.5809359718161775,0.7953964194373402,0.7875582134048484
7,0.5624892877292552,0.7664109121909634,0.7498527759480929,0.5651687144318505,0.7723785166240409,0.7546478279729814
8,0.5846038447519906,0.722080136402387,0.7030852234207738,0.6113003199667577,0.7442455242966752,0.7251367528598249
9,0.5976399360359579,0.7604433077578857,0.7538277208590092,0.6280376924883069,0.7442455242966752,0.736412964447309
10,0.5517383705624535,0.7843137254901961,0.7764045755232752,0.5738700027660946,0.7928388746803069,0.7831676389319802
