epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
1,0.5944999058025064,0.773231031543052,0.7666884617027234,0.6999743285081576,0.7058823529411765,0.6955125757633878
2,0.4073478540267481,0.824381926683717,0.8171364973807694,0.4349966017181611,0.7953964194373402,0.7901102333567633
3,0.3065720322491873,0.8687127024722933,0.8677257030445285,0.2671754373918714,0.8925831202046036,0.8901187216462267
4,0.28785496017715406,0.9062233589087809,0.9060035493063344,0.27593312261964353,0.9207161125319693,0.92110647572431
5,0.23708527347824052,0.9241261722080136,0.9241486493574612,0.2490899091791314,0.9130434782608695,0.9132750256953169
6,0.25785202458691414,0.9130434782608695,0.913260352220074,0.28078383992395134,0.8900255754475703,0.8884913118036607
7,0.19188167328508818,0.927536231884058,0.9269539971929526,0.18706673366563095,0.9335038363171355,0.9332827141581438
8,0.2191509202770565,0.9181585677749361,0.9163421387839176,0.2260417007576779,0.9130434782608695,0.9126736220963394
9,0.16746678569204057,0.9437340153452686,0.9432015665461482,0.17164820855688256,0.948849104859335,0.9484133047782978
10,0.1694683270228793,0.9386189258312021,0.9377349641020792,0.237990213553314,0.9053708439897699,0.902685965259586
