epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
1,0.39629447604215207,0.8678749671657473,0.8708304383386105,0.39641922416649467,0.8732283464566929,0.8757141265209567
2,0.3319159042856372,0.8954557394273707,0.8966818546846484,0.313276631179757,0.9031496062992126,0.9040871707329675
3,0.32150949282943025,0.8770685579196218,0.8788274065386448,0.31960354212700853,0.8842519685039371,0.8857179954525204
4,0.3456661927674992,0.8875755187811926,0.8898900861049114,0.34730970150842444,0.8866141732283465,0.8890119162892891
5,0.31867614764224084,0.877331231941161,0.8799530199192134,0.3104878119596346,0.8858267716535433,0.8866049418853802
6,0.32047291202967265,0.8859994746519569,0.8891616311817788,0.33347524012636953,0.8874015748031496,0.8882942157229798
7,0.3430707404736869,0.8741791436826898,0.8787060221880774,0.35055326045028806,0.8700787401574803,0.8750064301932403
8,0.2884620976770585,0.8865248226950354,0.889390486820977,0.30009545388184194,0.8929133858267716,0.8955346299380699
9,0.3212724259621771,0.8959810874704491,0.8992609638326734,0.32718672198573434,0.9023622047244094,0.9042428591657238
10,0.2874016163971971,0.8946677173627529,0.8950738147753812,0.2852677207762801,0.9015748031496063,0.9030313417180658
