epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
1,0.5232523201032984,0.8350407144733386,0.8406773490448103,0.5214118376491577,0.8488188976377953,0.8546713671186309
2,0.4386352344325812,0.8494877856579984,0.8522147634712972,0.4377169732972393,0.8535433070866142,0.8557729937609329
3,0.3742996516082429,0.8959810874704491,0.8975973816250956,0.37494798593633755,0.905511811023622,0.9077103622758426
4,0.32874849251571026,0.9062253743104807,0.907207521104012,0.33367286028824455,0.9118110236220472,0.9136222893048023
5,0.31135335087087296,0.900709219858156,0.9020685283786415,0.3162277775486623,0.9047244094488189,0.9067195232636305
6,0.3070746324163802,0.8862621486734962,0.8881153822101944,0.3109636969453706,0.8866141732283465,0.8880560064228264
7,0.294864269185323,0.8833727344365643,0.884808870425897,0.30504776333260725,0.8818897637795275,0.8832559857181203
8,0.27263512468835893,0.9049120042027844,0.9069758137102728,0.28012245569642136,0.9047244094488189,0.9069492600697819
9,0.26873226831333197,0.9099028106120305,0.9107364985368175,0.2848968762112415,0.9133858267716536,0.9147980877271011
10,0.2756201647963773,0.9083267664827949,0.9090884234909777,0.284499394940579,0.9110236220472441,0.9127200008128723
