epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
1,0.5746831880709298,0.7536231884057971,0.7555119357550736,0.5571673756365276,0.7493606138107417,0.7505869436309511
2,0.5081865737454462,0.7843137254901961,0.7688113830887462,0.5390091024701248,0.7902813299232737,0.7758328214476499
3,0.4869353097164011,0.7945439045183291,0.7767242126301533,0.5162029325809625,0.7851662404092071,0.7632291374410516
4,0.7092401647760842,0.6717817561807332,0.648353466387858,0.7447826792212093,0.6470588235294118,0.6152455478480887
5,0.4646527049181711,0.803921568627451,0.8016037917793888,0.48394321358722187,0.8184143222506394,0.8146846334724993
6,0.41344104774569407,0.8320545609548167,0.8182416635029442,0.4772621188932063,0.8184143222506394,0.8048908466614704
7,0.3629051680150239,0.8695652173913043,0.8697726922274308,0.40113317265230064,0.8516624040920716,0.8501956040555205
8,0.8402535994136222,0.6999147485080989,0.6700131425423325,0.9182312586118498,0.7084398976982097,0.671168162020824
9,0.3768826415929038,0.8431372549019608,0.8355337997351601,0.42099365340474315,0.8388746803069054,0.8304315696416916
10,0.29853297484195446,0.8678601875532822,0.8659159632271146,0.35395223207181065,0.8593350383631714,0.8572768145343972
11,0.3548901376186633,0.8491048593350383,0.8497883319852271,0.4044851429017304,0.8516624040920716,0.8511510996162487
12,0.3351453125527651,0.8678601875532822,0.8671750698320814,0.42749507012574567,0.8542199488491049,0.852228124792874
13,0.44011741889305633,0.8184143222506394,0.8056711342433068,0.5291382934126403,0.8056265984654731,0.7902775097015857
14,0.26490200921346874,0.8925831202046036,0.8911778580042673,0.3995981457288308,0.8618925831202046,0.8595028244173223
15,0.3180304133577013,0.8797953964194374,0.8769452390173879,0.3952204757334326,0.8567774936061381,0.8530599620619247
16,0.29348431554291865,0.8618925831202046,0.8529280624707873,0.39590746118589437,0.8439897698209718,0.8352553523853334
17,0.25501853184423584,0.8857630008525149,0.8826760477316224,0.3852628960328944,0.8491048593350383,0.845147365890789
18,0.4732822964360139,0.8115942028985508,0.8181043198433858,0.5923145445411467,0.7698209718670077,0.7738515425715169
19,0.252111184170179,0.9207161125319693,0.9207528080848896,0.38330258432861486,0.8721227621483376,0.8704588907580977
20,0.26388732618942085,0.9019607843137255,0.9020894526522533,0.3537285568769021,0.8670076726342711,0.8659938491652047
21,0.2359056253262493,0.9198635976129582,0.9201279800050262,0.3352017756313314,0.8823529411764706,0.8812041985183574
22,0.2507876398046608,0.8942881500426257,0.8894213588950366,0.36094176708279974,0.8695652173913043,0.8635875850898254
23,0.4421350483648409,0.793691389599318,0.7922503199687976,0.602548520888209,0.7365728900255755,0.7366781941266648
24,0.2264148050384042,0.9207161125319693,0.920556193485506,0.35234159063500214,0.8797953964194374,0.8779846761367717
25,0.32890612921039974,0.8746803069053708,0.8719271143973041,0.41267788562628316,0.8567774936061381,0.85278940571755
26,0.2602146801944482,0.8908780903665814,0.8922899026474405,0.3502820992408811,0.8695652173913043,0.8700891341256366
27,0.21197260179432253,0.9232736572890026,0.9226247501206857,0.3423859963331686,0.8797953964194374,0.8784131208530024
28,0.23715148775982023,0.9045183290707587,0.9070375918790676,0.37015771073148684,0.8542199488491049,0.8551909974246792
29,0.2616855257968057,0.8883205456095482,0.887460419954062,0.4043185079798979,0.8593350383631714,0.8571703737345173
30,0.2851880533717579,0.8746803069053708,0.870241044186371,0.3952499426844175,0.8465473145780051,0.8367293065525226
