epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
1,0.4311867525510471,0.8405797101449275,0.8409176269825707,0.42932552129716217,0.8260869565217391,0.8256716503393834
2,0.4239452339245129,0.8277919863597613,0.8288434006053121,0.412659322666695,0.8465473145780051,0.8496781692805012
3,0.31294850018018344,0.8917306052855924,0.8920806432662914,0.3169803306879595,0.8900255754475703,0.8904288264167782
4,0.24515795443470623,0.9249786871270247,0.9249792386737516,0.23477944285820818,0.9462915601023018,0.9464666818292921
5,0.24720701491436387,0.9053708439897699,0.9021324638535818,0.27151891901669906,0.9028132992327366,0.8989824172943518
6,0.2581751445039967,0.8959931798806479,0.8956720845123918,0.26535226370367554,0.9053708439897699,0.9046560794379574
7,0.2319765177325926,0.9096334185848253,0.9087921618076095,0.27399741932559196,0.8900255754475703,0.8859688997277232
8,0.22732208560571035,0.9121909633418585,0.9111228465732774,0.2479666357912371,0.9156010230179028,0.9133249855612423
9,0.1923622253834439,0.9326513213981245,0.9321981074542874,0.20616992774521908,0.9207161125319693,0.9203416846274658
10,0.2922536562445422,0.8951406649616368,0.8946703838905747,0.3307231787373038,0.8823529411764706,0.8828598634403854
