epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
1,0.5161753386792625,0.783461210571185,0.7856798134655113,0.5133632688266238,0.7877237851662404,0.7933370460977142
2,0.39133894479081655,0.8439897698209718,0.8445694194972034,0.4229587477338893,0.8209718670076727,0.8195044835852073
3,0.34472538529556224,0.886615515771526,0.887045041213591,0.3714478646245454,0.8491048593350383,0.8491001264707508
4,0.26715553279423043,0.9249786871270247,0.9252990241776908,0.2884074041758047,0.9130434782608695,0.9131044533596546
5,0.20747642264799085,0.9377664109121909,0.937911967392331,0.2227594510978445,0.9335038363171355,0.9341048166041187
6,0.20651858770633902,0.9317988064791134,0.9322535692927696,0.23482792906444092,0.907928388746803,0.9083924782540305
7,0.15679999313238638,0.9582267689684569,0.9581590267077231,0.17100091316663396,0.9565217391304348,0.9563369639084793
8,0.1678233415218672,0.9462915601023018,0.9463898299703221,0.18854334146317925,0.9514066496163683,0.9514233144019109
9,0.22671147670282427,0.9258312020460358,0.9262727576916717,0.2572409541863005,0.9156010230179028,0.9160018092339408
10,0.13842599439448205,0.9607843137254902,0.9607732617112579,0.14573873396572248,0.9565217391304348,0.9567271724171935
