epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
1,0.5476466347014525,0.8119254005778829,0.817685427153705,0.545317605724485,0.8086614173228347,0.8146946132741573
2,0.4557118430549716,0.856842658261098,0.8601258692146845,0.45583928795311396,0.8661417322834646,0.8698202221036373
3,0.41655795197490636,0.8628841607565012,0.8644000483411908,0.4189628755013774,0.8653543307086614,0.8676796888851281
4,0.3514086039385083,0.9022852639873916,0.9041268851513401,0.34905929847026435,0.9125984251968504,0.9147569947558865
5,0.35241241409047747,0.8836354084581035,0.8838745173810978,0.3635475756615166,0.8818897637795275,0.8831863097173928
6,0.3101197804464015,0.8902022589965852,0.8917847978517814,0.31532852673155115,0.8921259842519685,0.8936225294288602
7,0.28557299362460803,0.9051746782243236,0.9068362716652928,0.29229971466102,0.9102362204724409,0.9122321147365431
8,0.28998887477066376,0.9085894405043341,0.9095919038386988,0.30297682243069324,0.9110236220472441,0.9130692872055576
9,0.278169985499506,0.9078014184397163,0.908919725473577,0.2915716821283806,0.9110236220472441,0.9128688847499689
10,0.2704915673241297,0.9141055949566588,0.9145777835280422,0.2809250746186324,0.9149606299212598,0.9163552540851523
11,0.22810259444572056,0.9167323351720514,0.918468406104966,0.24807793282148408,0.9204724409448819,0.9223749650235016
12,0.2155634683239075,0.9209351195166798,0.9225803613287488,0.23726725263858406,0.9220472440944882,0.9238775225072839
13,0.1959874424011901,0.930916732335172,0.9319198435203108,0.22401625147954685,0.9299212598425197,0.9312381080323824
14,0.19426564512554667,0.9280273180982401,0.929587442801853,0.22110631409592515,0.9141732283464566,0.9157573858888423
15,0.18022716384736265,0.9372209088521145,0.9379827230490386,0.20574807994009003,0.9299212598425197,0.9307994324884262
16,0.16538226426759353,0.9385342789598109,0.9396410522481075,0.19220846698978755,0.9330708661417323,0.9344728718292107
17,0.16119754474511258,0.9398476490675072,0.9407328144332855,0.1882470274065423,0.9322834645669291,0.9335764274752318
18,0.15145199244686836,0.9387969529813501,0.939582751158885,0.17427439675556394,0.9322834645669291,0.9333574248909697
19,0.14781051282733013,0.9458891515629104,0.9467106609717943,0.17147066654182794,0.9393700787401574,0.9402621997980225
20,0.14981992920556814,0.9508799579721565,0.9507643930333665,0.17621447730252124,0.9456692913385827,0.9459755725526662
21,0.14612101802432634,0.9466771736275282,0.9472846589042841,0.1723146476144866,0.9346456692913386,0.9359408802992011
22,0.13765724237772434,0.9469398476490675,0.9477451704146642,0.1623122837599807,0.9362204724409449,0.9374608221447627
23,0.1341618467714331,0.9500919359075387,0.9505517479158208,0.15889855041278628,0.9417322834645669,0.9428289004796939
24,0.1328301067611568,0.9524560021013921,0.9527505340049214,0.15602373210933265,0.9456692913385827,0.9465424287753219
25,0.12957364682422273,0.9485158917783031,0.9492369979205815,0.15893124154233557,0.9385826771653544,0.9402010833618244
26,0.13930291695007038,0.9542947202521671,0.9544021766888026,0.15955993833504323,0.9440944881889763,0.9447634153529372
27,0.12849471865440562,0.9500919359075387,0.9504869140263409,0.15360483602275998,0.9401574803149606,0.9411734685436517
28,0.1333208567464574,0.9498292618859995,0.9500643222960179,0.1614709978967201,0.9362204724409449,0.9375686436249502
29,0.13118793517312008,0.9569214604675598,0.9565329352834198,0.15696966059095277,0.9488188976377953,0.949550274768258
30,0.1348607916280232,0.9495665878644602,0.9498554032652983,0.15818772461470657,0.9448818897637795,0.9456146576934913
